,elo_prob1,result1,exp_diff,score_diff_div10
0,0.8246512009492516,1,31.599999999999998,4
1,0.8242120973373386,1,28.045454545454547,4
2,0.8242120973373386,1,19.75,1
3,0.5758191240920725,1,9.333333333333332,1
4,0.6441710901126361,1,30.099999999999998,4
5,0.6829855714913705,1,18.0,2
6,0.8252671507782987,1,29.807692307692307,4
7,0.8020003005487033,1,23.272727272727273,2
8,0.8350967251138723,1,21.47435897435897,4
9,0.8190246337513903,1,25.522727272727273,5
10,0.8210600128920061,1,11.1875,2
11,0.6371462416975575,1,10.545454545454547,3
12,0.32369581012897025,0,-4.475,0
13,0.6609062119549988,0,6.458333333333334,0
14,0.8303914086394528,1,37.5,6
15,0.7186125156699114,1,15.671428571428573,2
16,0.7052228213582555,1,14.5,1
17,0.8262089539380489,1,16.1,3
18,0.7817358026736219,0,2.1000000000000014,0
19,0.8404198708258926,0,9.5,0
20,0.6704588627828753,1,6.9326923076923075,0
21,0.8530716765977777,1,14.712121212121211,1
22,0.3703429439183118,1,7.500000000000001,1
23,0.3089862674970486,1,0.9375,1
24,0.7016249406064283,1,13.404761904761907,4
25,0.8234735946274689,1,20.772727272727273,2
26,0.6606584732908434,1,2.187500000000001,0
27,0.8322407496806097,1,11.5,1
28,0.8401525693602044,1,25.939393939393938,3
29,0.7104523923311487,1,7.670454545454545,0
30,0.5799418307749183,0,-0.47435897435897445,0
31,0.45593948724916794,0,-6.374999999999999,-1
32,0.6266977349565902,1,4.000000000000002,0
33,0.849886887823208,1,13.5,1
34,0.5943134780522634,1,5.772727272727272,1
35,0.44168025618991663,0,5.571428571428571,0
36,0.590308732113072,1,5.4125,2
37,0.36593490987853744,0,-20.0,-2
38,0.6415648660951777,1,2.875,0
39,0.5709104192320837,0,-0.7377622377622384,-1
40,0.8348563894691186,1,8.475000000000001,1
41,0.5132928566698408,0,-6.9326923076923075,-1
42,0.8139062165368742,1,9.5,2
43,0.6744653897706056,0,2.1000000000000014,0
44,0.3224180406221354,0,-4.475,0
45,0.8542517418951552,1,13.27272727272727,3
46,0.4197496883637788,0,7.571428571428571,0
47,0.457209209875749,0,1.5,-1
48,0.3279088695976134,0,-15.499999999999998,-2
49,0.26684690600891026,0,-14.350000000000001,0
50,0.304399963546868,0,-7.0,0
51,0.8527192268204822,1,6.6826923076923075,2
52,0.845812520321243,1,11.766666666666667,2
53,0.3699000795884208,0,-7.670454545454545,0
54,0.5877488989628165,0,2.2666666666666657,-2
55,0.4149540329876204,0,5.3125,0
56,0.4118159947243675,1,8.571428571428571,0
57,0.7596607557344566,1,14.272727272727273,3
58,0.8384234232144746,0,7.5,0
59,0.4184687644809145,0,1.5,0
60,0.7187044630080391,1,13.57142857142857,2
61,0.7795435211924647,1,14.541666666666664,1
62,0.6113807767668593,0,4.465034965034965,0
63,0.8412426678993664,1,7.1,1
64,0.7986500510782363,1,7.333333333333333,1
65,0.6041119312780093,1,1.212121212121211,1
66,0.4525901556272016,0,4.0,0
67,0.7168153088469423,1,7.145833333333334,2
68,0.44646509551974106,1,21.571428571428573,2
69,0.7814213368120926,0,7.5,-1
70,0.6357250407333228,1,0.7377622377622384,0
71,0.2729631054153987,0,-6.374999999999999,0
72,0.3776704052405489,0,-7.333333333333333,0
73,0.8180061992144855,1,28.099999999999998,4
74,0.7726417686351719,0,1.6875,0
75,0.7277172310961919,1,11.397727272727272,0
76,0.5781219337540966,1,-1.8999999999999995,0
77,0.5278869955505084,0,-1.212121212121211,-1
78,0.565146176095177,1,5.875,2
79,0.5974255035931052,1,4.465034965034965,0
80,0.4878217339298069,0,3.7272727272727266,0
81,0.756149916544416,0,-1.8125,0
82,0.7171213585477898,1,8.0,2
83,0.3641403293967173,0,-7.333333333333333,0
84,0.5940594649863562,0,-1.8999999999999995,-1
85,0.262942759700645,0,-5.8076923076923075,0
86,0.27108791197517074,1,-2.8076923076923066,0
87,0.4789294414332902,0,-1.045454545454545,0
88,0.30746918791562805,0,-25.307692307692307,-3
89,0.3043499918961562,0,-3.5999999999999996,0
90,0.7795702305735632,1,14.597222222222221,1
91,0.7287710183589939,1,17.75,4
92,0.4301037895945261,1,11.05,2
93,0.5907123998506881,1,0.5625,2
94,0.7638000993823642,1,10.383333333333333,1
95,0.8273104657062538,0,8.928571428571429,0
96,0.7177130305917288,1,11.333333333333334,2
97,0.4025135809267792,1,11.3,1
98,0.7445848318411796,0,5.3500000000000005,0
99,0.2695369239816663,1,-8.03968253968254,0
100,0.7727550050827636,1,17.305555555555557,3
101,0.4490998389573103,0,-4.812500000000001,-2
102,0.6584844289155444,1,0.9090909090909083,0
103,0.7134202815973444,1,2.509090909090908,0
104,0.5401024206322547,0,7.1000000000000005,0
105,0.6688887730334149,1,12.034722222222225,2
106,0.5250570220154723,0,5.875,-1
107,0.611408130473334,0,-0.93888888888889,0
108,0.1835543839176582,0,-11.303571428571429,-2
109,0.6101655673915589,0,-2.437500000000001,0
110,0.8781535300894766,1,25.583333333333332,5
111,0.3261390439617119,0,-8.928571428571429,-1
112,0.7552604134648331,1,6.683333333333332,2
113,0.37954880335133057,0,-2.325000000000001,0
114,0.5437249267832118,1,15.1875,2
115,0.7138531919329767,1,9.784722222222223,1
116,0.6483807661691039,1,1.7979797979797993,0
117,0.4977276519811023,1,1.75,0
118,0.4371795672057785,0,-1.25,-1
119,0.8495090128802689,1,3.9749999999999996,1
120,0.8890184527094621,1,14.011904761904763,2
121,0.5932832340668743,1,-0.7013888888888893,0
122,0.7294770416045998,1,9.222222222222225,2
123,0.8785066386826075,1,9.837662337662339,1
124,0.5804662109486513,1,0.93888888888889,1
125,0.7266425908287979,1,5.270833333333333,0
126,0.5284063044920551,1,23.4,4
127,0.17446572159791382,0,-14.597222222222221,-2
128,0.6723853862786576,1,3.0,1
129,0.678611056863766,1,2.8625,0
130,0.6545642498889076,1,-3.0500000000000007,3
131,0.6133689180996386,1,4.049999999999999,0
132,0.4811378314403178,0,2.708333333333332,0
133,0.5455437476364552,0,-0.2375000000000007,0
134,0.6166305306397533,1,0.9090909090909083,0
135,0.8196611312321836,1,8.03968253968254,2
136,0.6717408911838079,0,-1.1874999999999991,0
137,0.7457358978191706,1,1.0965909090909083,1
138,0.6793977307743809,0,5.033333333333333,0
139,0.3269543002568812,1,-3.2638888888888893,0
140,0.7532566424402186,1,10.622222222222225,1
141,0.7405098665316118,0,2.325000000000001,-1
142,0.5863603871817877,0,-4.174242424242423,0
143,0.3775716432953696,1,17.174999999999997,4
144,0.20532696084480004,0,-6.216666666666667,-1
145,0.7783193335125601,1,2.15909090909091,2
146,0.7170781499354318,1,5.972222222222223,0
147,0.5930262390624423,1,2.708333333333332,1
148,0.35717722313366984,0,-20.3125,-1
149,0.6603073595766215,0,2.972222222222223,0
150,0.5342161002399493,1,-4.174242424242423,0
151,0.4292334241471904,0,-4.812500000000001,0
152,0.32924740542392955,1,-5.979166666666668,0
153,0.610157351844411,1,0.8590909090909093,1
154,0.7896778714848912,0,3.346590909090909,0
155,0.23189057362491486,0,-6.216666666666667,-1
156,0.8046305992859485,1,11.925,3
157,0.4541494269781893,0,-0.2916666666666661,0
158,0.7006756611079398,1,15.61111111111111,1
159,0.6995794950978008,1,8.27142857142857,0
160,0.7933672072168062,1,22.916666666666668,3
161,0.8143504709461228,1,3.2020202020202015,0
162,0.8292133938374656,1,7.847222222222221,3
163,0.7884399650790559,1,8.05,0
164,0.8415699007469509,0,3.055555555555557,0
165,0.44559888476972825,1,2.6527777777777786,1
166,0.509150314903685,0,5.779761904761905,0
167,0.5518015125380423,0,-2.200000000000001,0
168,0.5012923230056885,0,-5.916666666666668,0
169,0.7318006183986098,0,8.849999999999998,0
170,0.682333362268822,1,1.2909090909090901,1
171,0.6406204830631833,1,3.75,1
172,0.8698532075145711,1,13.763888888888888,1
173,0.3302474005493661,1,-4.111111111111111,2
174,0.7521540621303711,1,9.591666666666667,0
175,0.8532252932591823,1,11.675,1
176,0.7497975677153701,1,22.738095238095234,6
177,0.7062007539879077,1,7.694444444444444,1
178,0.5016780025868239,0,-1.9111111111111114,0
179,0.7570446382383244,1,6.875,2
180,0.6560088869466268,1,4.71590909090909,0
181,0.4863159887549924,0,1.0555555555555554,0
182,0.6784942866628162,1,15.371428571428574,2
183,0.6244999992602788,1,0.9916666666666671,0
184,0.5931220972150324,0,-4.491666666666668,-2
185,0.8522385410489223,1,9.27222222222222,6
186,0.7817289272229109,1,17.819444444444443,3
187,0.7923490048352182,1,11.46590909090909,3
188,0.5282987178726141,0,4.638888888888889,0
189,0.5414033152617352,1,9.299999999999999,0
190,0.3687978976712825,0,-8.27142857142857,0
191,0.5344123304950869,0,-1.1749999999999998,0
192,0.6189127442084069,0,-3.75,0
193,0.6952208330133459,0,5.097222222222222,0
194,0.474098975512511,1,-0.20909090909090988,0
195,0.6926999375652645,1,10.175,0
196,0.7784921039744471,1,4.097222222222221,0
197,0.7302386095516578,1,2.166666666666667,0
198,0.6940694101332828,1,18.875,5
199,0.7931566851743536,1,8.3,2
